DR,Offense,Date_Rept,Monthstamp,Yearstamp,Block
1517421,BURGLARY - RESIDENTIAL - GARAGE                    ,12/2/2015,12,2015,4200 Blk SANDBURG WAY                                                                    
1517473,BURGLARY - RESIDENTIAL - GARAGE                    ,12/3/2015,12,2015,2600 Blk ANACAPA                                                                         
1517487,BURGLARY - RESIDENTIAL - GARAGE                    ,12/3/2015,12,2015,0 Blk SOLANA                                                                          
1517512,BURGLARY - RESIDENTIAL - GARAGE                    ,12/4/2015,12,2015,14200 Blk ESPERANZA                                                                       
1517586,BURGLARY - RESIDENTIAL - GARAGE                    ,12/5/2015,12,2015,100 Blk TOPAZ                                                                           
1517577,BURGLARY - RESIDENTIAL - GARAGE                    ,12/5/2015,12,2015,0 Blk ACROPOLIS AISLE                                                                 
1517585,BURGLARY - RESIDENTIAL - GARAGE                    ,12/5/2015,12,2015,0 Blk MONTICELLO                                                                      
1517623,BURGLARY - RESIDENTIAL - GARAGE                    ,12/6/2015,12,2015,1700 Blk TERRA BELLA                                                                     
1517636,BURGLARY - RESIDENTIAL - GARAGE                    ,12/6/2015,12,2015,0 Blk ALTEZZA                                                                         
1517665,BURGLARY - RESIDENTIAL - GARAGE                    ,12/7/2015,12,2015,0 Blk POINSETTIA                                                                      
1517989,BURGLARY - RESIDENTIAL - GARAGE                    ,12/13/2015,12,2015,900 Blk CONTESSA                                                                        
1518123,BURGLARY - RESIDENTIAL - GARAGE                    ,12/15/2015,12,2015,700 Blk LAS PALMAS                                                                      
1518258,BURGLARY - RESIDENTIAL - GARAGE                    ,12/18/2015,12,2015,0 Blk ACROPOLIS AISLE                                                                 
1518315,BURGLARY - RESIDENTIAL - GARAGE                    ,12/19/2015,12,2015,0 Blk PEPPERMINT                                                                      
1518414,BURGLARY - RESIDENTIAL - GARAGE                    ,12/21/2015,12,2015,800 Blk LAS PALMAS                                                                      
1518498,BURGLARY - RESIDENTIAL - GARAGE                    ,12/23/2015,12,2015,0 Blk REDHAWK                                                                         
1518666,BURGLARY - RESIDENTIAL - GARAGE                    ,12/27/2015,12,2015,0 Blk CRESTHAVEN                                                                      
1518662,BURGLARY - RESIDENTIAL - GARAGE                    ,12/27/2015,12,2015,0 Blk NAVARRE                                                                         
1518844,BURGLARY - RESIDENTIAL - GARAGE                    ,12/31/2015,12,2015,600 Blk TULAROSA                                                                        
1600319,BURGLARY - RESIDENTIAL - GARAGE                    ,1/7/2016,1,2016,1000 Blk QUAIL RDG                                                                       
1600311,BURGLARY - RESIDENTIAL - GARAGE                    ,1/7/2016,1,2016,22200 Blk VIRTUOSO                                                                        
1600453,BURGLARY - RESIDENTIAL - GARAGE                    ,1/10/2016,1,2016,0 Blk PLYMOUTH                                                                        
1600576,BURGLARY - RESIDENTIAL - GARAGE                    ,1/11/2016,1,2016,0 Blk MONROE                                                                          
1600642,BURGLARY - RESIDENTIAL - GARAGE                    ,1/13/2016,1,2016,100 Blk DURANZO AISLE                                                                   
1600758,BURGLARY - RESIDENTIAL - GARAGE                    ,1/15/2016,1,2016,0 Blk BLACKSWAN                                                                       
1600813,BURGLARY - RESIDENTIAL - GARAGE                    ,1/16/2016,1,2016,0 Blk ADELANTE                                                                        
1600934,BURGLARY - RESIDENTIAL - GARAGE                    ,1/18/2016,1,2016,0 Blk ACROPOLIS AISLE                                                                 
1600928,BURGLARY - RESIDENTIAL - GARAGE                    ,1/18/2016,1,2016,400 Blk QUAIL MEADOW                                                                    
1601198,BURGLARY - RESIDENTIAL - GARAGE                    ,1/22/2016,1,2016,100 Blk CHANTILLY                                                                       
1601200,BURGLARY - RESIDENTIAL - GARAGE                    ,1/22/2016,1,2016,200 Blk GUINEVERE                                                                       
1601425,BURGLARY - RESIDENTIAL - GARAGE                    ,1/26/2016,1,2016,200 Blk QUAIL MEADOW                                                                    
1601747,BURGLARY - RESIDENTIAL - GARAGE                    ,1/31/2016,1,2016,600 Blk LAS PALMAS                                                                      
1601788,BURGLARY - RESIDENTIAL - GARAGE                    ,2/1/2016,2,2016,0 Blk GLENN                                                                           
1601901,BURGLARY - RESIDENTIAL - GARAGE                    ,2/3/2016,2,2016,0 Blk SUMMERHOUSE                                                                     
1601994,BURGLARY - RESIDENTIAL - GARAGE                    ,2/5/2016,2,2016,2500 Blk RED SAGE                                                                        
1601992,BURGLARY - RESIDENTIAL - GARAGE                    ,2/5/2016,2,2016,0 Blk MANDARIN                                                                        
1602004,BURGLARY - RESIDENTIAL - GARAGE                    ,2/5/2016,2,2016,400 Blk SANTA LOUISA                                                                    
1602064,BURGLARY - RESIDENTIAL - GARAGE                    ,2/6/2016,2,2016,0 Blk KIRKWOOD                                                                        
1602110,BURGLARY - RESIDENTIAL - GARAGE                    ,2/7/2016,2,2016,19100 Blk WOODFORD TER                                                                    
1602116,BURGLARY - RESIDENTIAL - GARAGE                    ,2/7/2016,2,2016,200 Blk RED SAGE                                                                        
1602115,BURGLARY - RESIDENTIAL - GARAGE                    ,2/7/2016,2,2016,0 Blk COSTERO AISLE                                                                   
1602194,BURGLARY - RESIDENTIAL - GARAGE                    ,2/8/2016,2,2016,500 Blk ROCKEFELLER                                                                     
1602333,BURGLARY - RESIDENTIAL - GARAGE                    ,2/10/2016,2,2016,3800 Blk BANYAN ST                                                                       
1602274,BURGLARY - RESIDENTIAL - GARAGE                    ,2/10/2016,2,2016,500 Blk TURTLE CREST DR                                                                 
1602621,BURGLARY - RESIDENTIAL - GARAGE                    ,2/16/2016,2,2016,0 Blk BROMELIAD                                                                       
1602651,BURGLARY - RESIDENTIAL - GARAGE                    ,2/16/2016,2,2016,800 Blk SIMPLICITY                                                                      
1602750,BURGLARY - RESIDENTIAL - GARAGE                    ,2/18/2016,2,2016,1100 Blk QUAIL RDG                                                                       
1602759,BURGLARY - RESIDENTIAL - GARAGE                    ,2/18/2016,2,2016,0 Blk ENCHANTED                                                                       
1603115,BURGLARY - RESIDENTIAL - GARAGE                    ,2/24/2016,2,2016,600 Blk GIOTTO                                                                          
1603196,BURGLARY - RESIDENTIAL - GARAGE                    ,2/25/2016,2,2016,500 Blk QUAIL MEADOW                                                                    
1603338,BURGLARY - RESIDENTIAL - GARAGE                    ,2/27/2016,2,2016,0 Blk TIDEWATER                                                                       
1603533,BURGLARY - RESIDENTIAL - GARAGE                    ,3/2/2016,3,2016,700 Blk MONTE VISTA                                                                     
1603751,BURGLARY - RESIDENTIAL - GARAGE                    ,3/7/2016,3,2016,2000 Blk ANACAPA                                                                         
1603774,BURGLARY - RESIDENTIAL - GARAGE                    ,3/7/2016,3,2016,0 Blk STEPPING STONE                                                                  
1604034,BURGLARY - RESIDENTIAL - GARAGE                    ,3/12/2016,3,2016,0 Blk WINTERHAVEN                                                                     
1604182,BURGLARY - RESIDENTIAL - GARAGE                    ,3/15/2016,3,2016,0 Blk RIBERA                                                                          
1604379,BURGLARY - RESIDENTIAL - GARAGE                    ,3/19/2016,3,2016,14600 Blk OAK AVE                                                                         
1604375,BURGLARY - RESIDENTIAL - GARAGE                    ,3/19/2016,3,2016,200 Blk SANTA LOUISA                                                                    
1604384,BURGLARY - RESIDENTIAL - GARAGE                    ,3/19/2016,3,2016,0 Blk STEPPING STONE                                                                  
1604501,BURGLARY - RESIDENTIAL - GARAGE                    ,3/21/2016,3,2016,1000 Blk PIEDMONT                                                                        
1604882,BURGLARY - RESIDENTIAL - GARAGE                    ,3/28/2016,3,2016,100 Blk TALL OAK                                                                        
1604880,BURGLARY - RESIDENTIAL - GARAGE                    ,3/28/2016,3,2016,2500 Blk MAIN ST                                                                         
1604941,BURGLARY - RESIDENTIAL - GARAGE                    ,3/29/2016,3,2016,0 Blk MENLO AISLE                                                                     
1605159,BURGLARY - RESIDENTIAL - GARAGE                    ,4/1/2016,4,2016,0 Blk PARKDALE                                                                        
1605375,BURGLARY - RESIDENTIAL - GARAGE                    ,4/5/2016,4,2016,0 Blk MAPLE LEAF                                                                      
1605479,BURGLARY - RESIDENTIAL - GARAGE                    ,4/7/2016,4,2016,0 Blk GREENHOUSE                                                                      
1605552,BURGLARY - RESIDENTIAL - GARAGE                    ,4/8/2016,4,2016,0 Blk MILLSTONE                                                                       
1605997,BURGLARY - RESIDENTIAL - GARAGE                    ,4/16/2016,4,2016,0 Blk BARISTO                                                                         
1606075,BURGLARY - RESIDENTIAL - GARAGE                    ,4/18/2016,4,2016,0 Blk GILLMAN ST                                                                      
1606097,BURGLARY - RESIDENTIAL - GARAGE                    ,4/18/2016,4,2016,200 Blk DURANZO AISLE                                                                   
1606086,BURGLARY - RESIDENTIAL - GARAGE                    ,4/18/2016,4,2016,0 Blk RACING WIND                                                                     
1606267,BURGLARY - RESIDENTIAL - GARAGE                    ,4/21/2016,4,2016,0 Blk PESARO                                                                          
1606430,BURGLARY - RESIDENTIAL - GARAGE                    ,4/24/2016,4,2016,0 Blk TIDEWATER                                                                       
1606540,BURGLARY - RESIDENTIAL - GARAGE                    ,4/26/2016,4,2016,700 Blk PICCOLO                                                                         
1606690,BURGLARY - RESIDENTIAL - GARAGE                    ,4/29/2016,4,2016,0 Blk POLLENA                                                                         
1606737,BURGLARY - RESIDENTIAL - GARAGE                    ,4/30/2016,4,2016,3300 Blk MICHELSON DR                                                                    
1606747,BURGLARY - RESIDENTIAL - GARAGE                    ,4/30/2016,4,2016,0 Blk CORALWOOD                                                                       
1606753,BURGLARY - RESIDENTIAL - GARAGE                    ,4/30/2016,4,2016,0 Blk MORNING STAR                                                                    
1606900,BURGLARY - RESIDENTIAL - GARAGE                    ,5/3/2016,5,2016,100 Blk GREENMOOR                                                                       
1606906,BURGLARY - RESIDENTIAL - GARAGE                    ,5/3/2016,5,2016,0 Blk FANPALM                                                                         
1606958,BURGLARY - RESIDENTIAL - GARAGE                    ,5/4/2016,5,2016,100 Blk STONECLIFFE AISLE                                                               
1606981,BURGLARY - RESIDENTIAL - GARAGE                    ,5/4/2016,5,2016,600 Blk CANTOR                                                                          
1607135,BURGLARY - RESIDENTIAL - GARAGE                    ,5/7/2016,5,2016,600 Blk TULAROSA                                                                        
1607151,BURGLARY - RESIDENTIAL - GARAGE                    ,5/7/2016,5,2016,700 Blk WYCLIFFE                                                                        
1607259,BURGLARY - RESIDENTIAL - GARAGE                    ,5/9/2016,5,2016,0 Blk KNOLLGLEN                                                                       
1607598,BURGLARY - RESIDENTIAL - GARAGE                    ,5/15/2016,5,2016,0 Blk WALDORF                                                                         
1607615,BURGLARY - RESIDENTIAL - GARAGE                    ,5/15/2016,5,2016,100 Blk MONTE VISTA                                                                     
1607942,BURGLARY - RESIDENTIAL - GARAGE                    ,5/21/2016,5,2016,0 Blk DEWBERRY WAY                                                                    
1608102,BURGLARY - RESIDENTIAL - GARAGE                    ,5/24/2016,5,2016,0 Blk WAYFARER                                                                        
1608126,BURGLARY - RESIDENTIAL - GARAGE                    ,5/24/2016,5,2016,900 Blk CANTOR                                                                          
1608268,BURGLARY - RESIDENTIAL - GARAGE                    ,5/27/2016,5,2016,0 Blk POLLENA                                                                         
1608372,BURGLARY - RESIDENTIAL - GARAGE                    ,5/29/2016,5,2016,0 Blk MALIBU                                                                          
1608443,BURGLARY - RESIDENTIAL - GARAGE                    ,5/31/2016,5,2016,0 Blk PALATINE                                                                        
1608505,BURGLARY - RESIDENTIAL - GARAGE                    ,6/1/2016,6,2016,500 Blk MONROE                                                                          
1608991,BURGLARY - RESIDENTIAL - GARAGE                    ,6/9/2016,6,2016,3800 Blk MAGNOLIA ST                                                                     
1609050,BURGLARY - RESIDENTIAL - GARAGE                    ,6/10/2016,6,2016,6100 Blk ANSEL                                                                           
1609271,BURGLARY - RESIDENTIAL - GARAGE                    ,6/14/2016,6,2016,0 Blk GARNET                                                                          
1610024,BURGLARY - RESIDENTIAL - GARAGE                    ,6/28/2016,6,2016,0 Blk SAVANNAH                                                                        
1610343,BURGLARY - RESIDENTIAL - GARAGE                    ,7/4/2016,7,2016,0 Blk TIDEWATER                                                                       
1610830,BURGLARY - RESIDENTIAL - GARAGE                    ,7/13/2016,7,2016,0 Blk HAVENWOOD                                                                       
1611146,BURGLARY - RESIDENTIAL - GARAGE                    ,7/19/2016,7,2016,0 Blk LILAC                                                                           
1611202,BURGLARY - RESIDENTIAL - GARAGE                    ,7/20/2016,7,2016,0 Blk INGLESIDE                                                                       
1611323,BURGLARY - RESIDENTIAL - GARAGE                    ,7/22/2016,7,2016,400 Blk SAINT VINCENT                                                                   
1611346,BURGLARY - RESIDENTIAL - GARAGE                    ,7/23/2016,7,2016,0 Blk ALDERGROVE                                                                      
1611514,BURGLARY - RESIDENTIAL - GARAGE                    ,7/27/2016,7,2016,100 Blk WEATHERVANE                                                                     
1611699,BURGLARY - RESIDENTIAL - GARAGE                    ,7/30/2016,7,2016,IRVINE BLVD / SAND CANYON AVE                                                   
1611718,BURGLARY - RESIDENTIAL - GARAGE                    ,7/30/2016,7,2016,100 Blk ROCKEFELLER                                                                     
1611716,BURGLARY - RESIDENTIAL - GARAGE                    ,7/30/2016,7,2016,100 Blk KAZAN ST                                                                        
1611756,BURGLARY - RESIDENTIAL - GARAGE                    ,7/31/2016,7,2016,0 Blk SILVERWOOD                                                                      
1611777,BURGLARY - RESIDENTIAL - GARAGE                    ,8/1/2016,8,2016,300 Blk MONTE VISTA                                                                     
1611813,BURGLARY - RESIDENTIAL - GARAGE                    ,8/1/2016,8,2016,300 Blk TOPEKA                                                                          
1612184,BURGLARY - RESIDENTIAL - GARAGE                    ,8/8/2016,8,2016,0 Blk SORENSON                                                                        
1612378,BURGLARY - RESIDENTIAL - GARAGE                    ,8/11/2016,8,2016,7700 Blk GATEWAY                                                                         
1612405,BURGLARY - RESIDENTIAL - GARAGE                    ,8/12/2016,8,2016,1200 Blk VIRTUOSO                                                                        
1612456,BURGLARY - RESIDENTIAL - GARAGE                    ,8/13/2016,8,2016,0 Blk ROBINSON                                                                        
1612712,BURGLARY - RESIDENTIAL - GARAGE                    ,8/18/2016,8,2016,400 Blk LAS PALMAS                                                                      
1612903,BURGLARY - RESIDENTIAL - GARAGE                    ,8/23/2016,8,2016,0 Blk MILAGRA                                                                         
1613254,BURGLARY - RESIDENTIAL - GARAGE                    ,8/29/2016,8,2016,100 Blk GIOTTO                                                                          
1613492,BURGLARY - RESIDENTIAL - GARAGE                    ,9/2/2016,9,2016,500 Blk E YALE LOOP                                                                     
1613580,BURGLARY - RESIDENTIAL - GARAGE                    ,9/4/2016,9,2016,400 Blk LAS PALMAS                                                                      
1613875,BURGLARY - RESIDENTIAL - GARAGE                    ,9/10/2016,9,2016,300 Blk WYCLIFFE                                                                        
1614215,BURGLARY - RESIDENTIAL - GARAGE                    ,9/17/2016,9,2016,400 Blk ESTANCIA                                                                        
1614356,BURGLARY - RESIDENTIAL - GARAGE                    ,9/19/2016,9,2016,0 Blk OHIO                                                                            
1614792,BURGLARY - RESIDENTIAL - GARAGE                    ,9/27/2016,9,2016,0 Blk CHANTILLY                                                                       
1615049,BURGLARY - RESIDENTIAL - GARAGE                    ,10/2/2016,10,2016,2000 Blk ANACAPA                                                                         
1615123,BURGLARY - RESIDENTIAL - GARAGE                    ,10/3/2016,10,2016,0 Blk SUNROSE                                                                         
1615095,BURGLARY - RESIDENTIAL - GARAGE                    ,10/3/2016,10,2016,0 Blk ACROPOLIS AISLE                                                                 
1615154,BURGLARY - RESIDENTIAL - GARAGE                    ,10/4/2016,10,2016,0 Blk HAVERHILL                                                                       
1615174,BURGLARY - RESIDENTIAL - GARAGE                    ,10/4/2016,10,2016,900 Blk LAS PALMAS                                                                      
1615253,BURGLARY - RESIDENTIAL - GARAGE                    ,10/5/2016,10,2016,400 Blk SANTA BARBARA                                                                   
1615623,BURGLARY - RESIDENTIAL - GARAGE                    ,10/11/2016,10,2016,1400 Blk ANACAPA                                                                         
1615632,BURGLARY - RESIDENTIAL - GARAGE                    ,10/12/2016,10,2016,0 Blk SKYWARD                                                                         
1615825,BURGLARY - RESIDENTIAL - GARAGE                    ,10/15/2016,10,2016,1000 Blk SIMPLICITY                                                                      
1615829,BURGLARY - RESIDENTIAL - GARAGE                    ,10/15/2016,10,2016,17400 Blk TEACHERS AVE                                                                    
1616215,BURGLARY - RESIDENTIAL - GARAGE                    ,10/22/2016,10,2016,400 Blk WHISPERING TRL                                                                  
1616285,BURGLARY - RESIDENTIAL - GARAGE                    ,10/23/2016,10,2016,10200 Blk VIRTUOSO                                                                        
1616291,BURGLARY - RESIDENTIAL - GARAGE                    ,10/23/2016,10,2016,11200 Blk VIRTUOSO                                                                        
1616982,BURGLARY - RESIDENTIAL - GARAGE                    ,11/5/2016,11,2016,12300 Blk ESPERANZA                                                                       
1616984,BURGLARY - RESIDENTIAL - GARAGE                    ,11/5/2016,11,2016,200 Blk WICKER                                                                          
1616952,BURGLARY - RESIDENTIAL - GARAGE                    ,11/5/2016,11,2016,500 Blk WYCLIFFE                                                                        
1617020,BURGLARY - RESIDENTIAL - GARAGE                    ,11/6/2016,11,2016,4400 Blk BERMUDA CIR                                                                     
1617164,BURGLARY - RESIDENTIAL - GARAGE                    ,11/9/2016,11,2016,0 Blk CAMELLIA                                                                        
1617402,BURGLARY - RESIDENTIAL - GARAGE                    ,11/14/2016,11,2016,18600 Blk PASEO PIZARRO                                                                   
1617424,BURGLARY - RESIDENTIAL - GARAGE                    ,11/14/2016,11,2016,4600 Blk WALNUT AVE                                                                      
1617453,BURGLARY - RESIDENTIAL - GARAGE                    ,11/15/2016,11,2016,100 Blk LONG FENCE                                                                      
1617524,BURGLARY - RESIDENTIAL - GARAGE                    ,11/16/2016,11,2016,100 Blk TROPEA AISLE                                                                    
1617503,BURGLARY - RESIDENTIAL - GARAGE                    ,11/16/2016,11,2016,100 Blk JAVA                                                                            
1617500,BURGLARY - RESIDENTIAL - GARAGE                    ,11/16/2016,11,2016,100 Blk ALLIUM                                                                          
1617522,BURGLARY - RESIDENTIAL - GARAGE                    ,11/16/2016,11,2016,400 Blk SANTA LOUISA                                                                    
1617643,BURGLARY - RESIDENTIAL - GARAGE                    ,11/18/2016,11,2016,3600 Blk CARMEL AVE                                                                      
1617672,BURGLARY - RESIDENTIAL - GARAGE                    ,11/19/2016,11,2016,14300 Blk ESPERANZA                                                                       
1617683,BURGLARY - RESIDENTIAL - GARAGE                    ,11/19/2016,11,2016,600 Blk CARDIFF                                                                         
1617716,BURGLARY - RESIDENTIAL - GARAGE                    ,11/20/2016,11,2016,100 Blk SANTA BARBARA                                                                   
1617753,BURGLARY - RESIDENTIAL - GARAGE                    ,11/21/2016,11,2016,10200 Blk ESPERANZA                                                                       
1617785,BURGLARY - RESIDENTIAL - GARAGE                    ,11/21/2016,11,2016,0 Blk NAVIGATOR                                                                       
1617813,BURGLARY - RESIDENTIAL - GARAGE                    ,11/22/2016,11,2016,100 Blk OXFORD                                                                          
1617839,BURGLARY - RESIDENTIAL - GARAGE                    ,11/22/2016,11,2016,1400 Blk PENDIO                                                                          
1618072,BURGLARY - RESIDENTIAL - GARAGE                    ,11/28/2016,11,2016,0 Blk SKYWARD                                                                         
1618362,BURGLARY - RESIDENTIAL - GARAGE                    ,12/3/2016,12,2016,0 Blk SALERNO                                                                         
1618409,BURGLARY - RESIDENTIAL - GARAGE                    ,12/4/2016,12,2016,0 Blk CALYPSO                                                                         
1618372,BURGLARY - RESIDENTIAL - GARAGE                    ,12/4/2016,12,2016,0 Blk TWIN GABLES                                                                     
1618456,BURGLARY - RESIDENTIAL - GARAGE                    ,12/5/2016,12,2016,0 Blk BIRCHWOOD                                                                       
1618439,BURGLARY - RESIDENTIAL - GARAGE                    ,12/5/2016,12,2016,200 Blk REGAL                                                                           
1618688,BURGLARY - RESIDENTIAL - GARAGE                    ,12/10/2016,12,2016,200 Blk LAS PALMAS                                                                      
1618725,BURGLARY - RESIDENTIAL - GARAGE                    ,12/11/2016,12,2016,200 Blk RHYTHM                                                                          
1618913,BURGLARY - RESIDENTIAL - GARAGE                    ,12/14/2016,12,2016,400 Blk E YALE LOOP                                                                     
1619020,BURGLARY - RESIDENTIAL - GARAGE                    ,12/16/2016,12,2016,5300 Blk TRABUCO RD                                                                      
1619050,BURGLARY - RESIDENTIAL - GARAGE                    ,12/16/2016,12,2016,5300 Blk TRABUCO RD                                                                      
1619040,BURGLARY - RESIDENTIAL - GARAGE                    ,12/16/2016,12,2016,0 Blk SERENITY                                                                        
1619287,BURGLARY - RESIDENTIAL - GARAGE                    ,12/20/2016,12,2016,1100 Blk STANFORD                                                                        
1619244,BURGLARY - RESIDENTIAL - GARAGE                    ,12/20/2016,12,2016,0 Blk BELL CHIME                                                                      
1619613,BURGLARY - RESIDENTIAL - GARAGE                    ,12/28/2016,12,2016,800 Blk ESTANCIA                                                                        
1619718,BURGLARY - RESIDENTIAL - GARAGE                    ,12/30/2016,12,2016,300 Blk MARKETVIEW                                                                      
1619702,BURGLARY - RESIDENTIAL - GARAGE                    ,12/30/2016,12,2016,500 Blk MONROE                                                                          
1619701,BURGLARY - RESIDENTIAL - GARAGE                    ,12/30/2016,12,2016,500 Blk MONROE                                                                          
1619753,BURGLARY - RESIDENTIAL - GARAGE                    ,12/31/2016,12,2016,0 Blk FIGTREE                                                                         
1700038,BURGLARY - RESIDENTIAL - GARAGE                    ,1/2/2017,1,2017,600 Blk MONTE VISTA                                                                     
1700141,BURGLARY - RESIDENTIAL - GARAGE                    ,1/3/2017,1,2017,0 Blk CRANE                                                                           
1700137,BURGLARY - RESIDENTIAL - GARAGE                    ,1/3/2017,1,2017,900 Blk MONTE VISTA                                                                     
1700204,BURGLARY - RESIDENTIAL - GARAGE                    ,1/4/2017,1,2017,0 Blk FARMHAND                                                                        
1700322,BURGLARY - RESIDENTIAL - GARAGE                    ,1/6/2017,1,2017,6300 Blk ESPERANZA                                                                       
1700386,BURGLARY - RESIDENTIAL - GARAGE                    ,1/8/2017,1,2017,100 Blk WATERMAN                                                                        
1700511,BURGLARY - RESIDENTIAL - GARAGE                    ,1/11/2017,1,2017,0 Blk CANOPY                                                                          
1700699,BURGLARY - RESIDENTIAL - GARAGE                    ,1/15/2017,1,2017,0 Blk SUMMERFIELD                                                                     
1701045,BURGLARY - RESIDENTIAL - GARAGE                    ,1/23/2017,1,2017,800 Blk SAINT VINCENT                                                                   
1701113,BURGLARY - RESIDENTIAL - GARAGE                    ,1/24/2017,1,2017,0 Blk BORMES                                                                          
1701196,BURGLARY - RESIDENTIAL - GARAGE                    ,1/25/2017,1,2017,2200 Blk ANACAPA                                                                         
1701474,BURGLARY - RESIDENTIAL - GARAGE                    ,1/31/2017,1,2017,900 Blk LAS PALMAS                                                                      
1701541,BURGLARY - RESIDENTIAL - GARAGE                    ,2/1/2017,2,2017,100 Blk BARRINGTON                                                                      
1701532,BURGLARY - RESIDENTIAL - GARAGE                    ,2/1/2017,2,2017,300 Blk LAS PALMAS                                                                      
1701821,BURGLARY - RESIDENTIAL - GARAGE                    ,2/7/2017,2,2017,5300 Blk TRABUCO RD                                                                      
1702064,BURGLARY - RESIDENTIAL - GARAGE                    ,2/11/2017,2,2017,800 Blk ROCKEFELLER                                                                     
1702526,BURGLARY - RESIDENTIAL - GARAGE                    ,2/21/2017,2,2017,0 Blk WILLIAMSBURG                                                                    
1703076,BURGLARY - RESIDENTIAL - GARAGE                    ,3/3/2017,3,2017,100 Blk MONROE                                                                          
1703448,BURGLARY - RESIDENTIAL - GARAGE                    ,3/10/2017,3,2017,1200 Blk STANFORD                                                                        
1703440,BURGLARY - RESIDENTIAL - GARAGE                    ,3/10/2017,3,2017,0 Blk GARDENPATH                                                                      
1703868,BURGLARY - RESIDENTIAL - GARAGE                    ,3/19/2017,3,2017,0 Blk FULTON                                                                          
1703895,BURGLARY - RESIDENTIAL - GARAGE                    ,3/20/2017,3,2017,0 Blk SHEARWATER                                                                      
1704071,BURGLARY - RESIDENTIAL - GARAGE                    ,3/23/2017,3,2017,0 Blk ALONDRA                                                                         
1704082,BURGLARY - RESIDENTIAL - GARAGE                    ,3/23/2017,3,2017,0 Blk VERNAL SPRING                                                                   
1704069,BURGLARY - RESIDENTIAL - GARAGE                    ,3/23/2017,3,2017,0 Blk ALONDRA                                                                         
1704076,BURGLARY - RESIDENTIAL - GARAGE                    ,3/23/2017,3,2017,0 Blk FILARE                                                                          
1704264,BURGLARY - RESIDENTIAL - GARAGE                    ,3/27/2017,3,2017,1000 Blk PIEDMONT                                                                        
1704407,BURGLARY - RESIDENTIAL - GARAGE                    ,3/29/2017,3,2017,1400 Blk STANFORD                                                                        
1704392,BURGLARY - RESIDENTIAL - GARAGE                    ,3/29/2017,3,2017,0 Blk SUMMERSTONE                                                                     
1704647,BURGLARY - RESIDENTIAL - GARAGE                    ,4/3/2017,4,2017,100 Blk SANTA BARBARA                                                                   
1704712,BURGLARY - RESIDENTIAL - GARAGE                    ,4/4/2017,4,2017,400 Blk WYCLIFFE                                                                        
1704865,BURGLARY - RESIDENTIAL - GARAGE                    ,4/7/2017,4,2017,200 Blk SONOMA AISLE                                                                    
1705041,BURGLARY - RESIDENTIAL - GARAGE                    ,4/11/2017,4,2017,0 Blk CLARET                                                                          
1705148,BURGLARY - RESIDENTIAL - GARAGE                    ,4/12/2017,4,2017,0 Blk ACROPOLIS AISLE                                                                 
1705187,BURGLARY - RESIDENTIAL - GARAGE                    ,4/13/2017,4,2017,5000 Blk PERSIMMON LN                                                                    
1705158,BURGLARY - RESIDENTIAL - GARAGE                    ,4/13/2017,4,2017,0 Blk NEW DAWN                                                                        
1705262,BURGLARY - RESIDENTIAL - GARAGE                    ,4/14/2017,4,2017,100 Blk MARBLEHEAD                                                                      
1705391,BURGLARY - RESIDENTIAL - GARAGE                    ,4/17/2017,4,2017,0 Blk MALIBU                                                                          
1705386,BURGLARY - RESIDENTIAL - GARAGE                    ,4/17/2017,4,2017,600 Blk MONTE VISTA                                                                     
1705464,BURGLARY - RESIDENTIAL - GARAGE                    ,4/18/2017,4,2017,900 Blk PENDIO                                                                          
1705551,BURGLARY - RESIDENTIAL - GARAGE                    ,4/19/2017,4,2017,4800 Blk ROYCE RD                                                                        
1705563,BURGLARY - RESIDENTIAL - GARAGE                    ,4/20/2017,4,2017,0 Blk DEERGRASS                                                                       
1705585,BURGLARY - RESIDENTIAL - GARAGE                    ,4/20/2017,4,2017,300 Blk SHADOW OAKS                                                                     
1705852,BURGLARY - RESIDENTIAL - GARAGE                    ,4/25/2017,4,2017,0 Blk ALBA W                                                                          
1705849,BURGLARY - RESIDENTIAL - GARAGE                    ,4/25/2017,4,2017,900 Blk LAS PALMAS                                                                      
1705936,BURGLARY - RESIDENTIAL - GARAGE                    ,4/26/2017,4,2017,13200 Blk VIRTUOSO                                                                        
1706342,BURGLARY - RESIDENTIAL - GARAGE                    ,5/3/2017,5,2017,0 Blk ASHFORD                                                                         
1706469,BURGLARY - RESIDENTIAL - GARAGE                    ,5/6/2017,5,2017,100 Blk GITANO                                                                          
1706587,BURGLARY - RESIDENTIAL - GARAGE                    ,5/8/2017,5,2017,0 Blk DANBURY LN                                                                      
1706562,BURGLARY - RESIDENTIAL - GARAGE                    ,5/8/2017,5,2017,0 Blk WONDERLAND                                                                      
1706703,BURGLARY - RESIDENTIAL - GARAGE                    ,5/10/2017,5,2017,0 Blk IBIZA AISLE                                                                     
1706747,BURGLARY - RESIDENTIAL - GARAGE                    ,5/11/2017,5,2017,100 Blk VELVETLEAF                                                                      
1706744,BURGLARY - RESIDENTIAL - GARAGE                    ,5/11/2017,5,2017,0 Blk MEDFORD                                                                         
1706727,BURGLARY - RESIDENTIAL - GARAGE                    ,5/11/2017,5,2017,0 Blk BROOKHAVEN                                                                      
1707309,BURGLARY - RESIDENTIAL - GARAGE                    ,5/22/2017,5,2017,1300 Blk WYCLIFFE                                                                        
